Fecha,Magnitud,Profundidad,Ubicación,Latitud,Longitud,Tipo,Estatus,Tsunami,Alerta,Significancia,Tipo de Origen,Fuente
1687783723447,2.5,45.8,"6 km ESE of Anchor Point, Alaska",59.7446,-151.7263,earthquake,automatic,0,,96,,ak
1687749254439,2.5,62.3,"34 km WNW of Karluk, Alaska",57.651,-155.0076,earthquake,automatic,0,,96,,ak
1687703746835,2.5,153.5,"48 km E of Port Alsworth, Alaska",60.1473,-153.4581,earthquake,automatic,0,,96,,ak
1687660214452,2.8,31.1,"35 km SSW of Cooper Landing, Alaska",60.1973,-150.0614,earthquake,automatic,0,,121,,ak
1687641887769,3.6,36.0,"9 km SW of Point MacKenzie, Alaska",61.2919,-150.0994,earthquake,reviewed,0,,252,,ak
1687625774982,2.5,47.7,"4 km SSE of Hope, Alaska",60.8836,-149.5974,earthquake,reviewed,0,,97,,ak
1687598053873,2.5,11.9,"51 km E of Denali National Park, Alaska",63.6055,-150.6889,earthquake,automatic,0,,96,,ak
1687596187907,2.8,2.1,Southern Alaska,61.0005,-152.3329,earthquake,automatic,0,,121,,ak
1687591313239,2.9,7.0,"65 km W of Tyonek, Alaska",61.0458,-152.3544,earthquake,automatic,0,,130,,ak
1687585741325,3.4,99.2,Southern Alaska,60.0238,-152.5995,earthquake,reviewed,0,,179,,ak
1687578572090,2.8,29.9,Southern Alaska,61.4982,-149.9352,earthquake,reviewed,0,,124,,ak
1687562354642,2.6,53.7,"6 km ENE of Nikolaevsk, Alaska",59.8326,-151.5001,earthquake,reviewed,0,,107,,ak
1687557869956,3.1,121.1,"58 km SSE of Kokhanok, Alaska",58.9839,-154.276,earthquake,reviewed,0,,148,,ak
1687553949284,2.9,1.0,Central Alaska,62.4403,-149.3314,other event,reviewed,0,,129,,ak
1687548487273,3.0,14.1,"17 km SE of Valdez, Alaska",61.0314,-146.0931,earthquake,reviewed,0,,139,,ak
1687547402055,2.7,38.5,"3 km ESE of Big Lake, Alaska",61.5117,-149.9007,earthquake,reviewed,0,,114,,ak
1687532946472,2.6,14.7,"73 km NNE of Aleneva, Alaska",58.6766,-152.4724,earthquake,automatic,0,,104,,ak
1687465031359,2.5,3.0,"139 km ESE of Chiniak, Alaska",57.2968,-150.0391,earthquake,reviewed,0,,96,,ak
1687463419321,3.7,31.1,Central Alaska,62.1865,-149.4382,earthquake,reviewed,0,,240,,ak
1687457044546,2.9,6.4,"56 km ESE of Whittier, Alaska",60.6391,-147.6892,earthquake,reviewed,0,,129,,ak
1687357568576,3.8,63.7,Central Alaska,62.4333,-150.5708,earthquake,reviewed,0,,226,,ak
1687324106899,3.1,19.4,,57.3282,-154.819,earthquake,reviewed,0,,148,,ak
1687304866260,2.5,105.9,"57 km W of Happy Valley, Alaska",60.0035,-152.7499,earthquake,reviewed,0,,97,,ak
1687301539173,3.3,107.8,"73 km NNE of Petersville, Alaska",63.1418,-150.4777,earthquake,reviewed,0,,168,,ak
1687298152942,2.8,131.0,"42 km ENE of Pedro Bay, Alaska",59.9425,-153.4165,earthquake,reviewed,0,,121,,ak
1687280478267,2.5,97.5,"60 km E of Pedro Bay, Alaska",59.8294,-153.0278,earthquake,reviewed,0,,96,,ak
1687238216682,3.0,44.5,"24 km ENE of Akhiok, Alaska",57.0493,-153.8155,earthquake,reviewed,0,,138,,ak
1687079671656,5.0,84.2,"59 km N of Karluk, Alaska",58.1016,-154.6028,earthquake,reviewed,1,,410,,ak
1687012132384,3.4,62.8,,59.7406,-152.1578,earthquake,reviewed,0,,178,,ak
1686941432692,2.9,1.3,"86 km NNW of Karluk, Alaska",58.2661,-155.0998,earthquake,reviewed,0,,129,,ak
1686912806681,2.8,41.0,"65 km NE of Susitna North, Alaska",62.4973,-148.8151,earthquake,reviewed,0,,121,,ak
1686852371655,2.7,47.6,"62 km SSW of Nanwalek, Alaska",58.8363,-152.3109,earthquake,reviewed,0,,112,,ak
1686798626516,2.9,65.7,"65 km S of Cantwell, Alaska",62.8056,-148.9698,earthquake,reviewed,0,,129,,ak
1686790640856,3.0,57.3,"11 km SE of Kasilof, Alaska",60.2546,-151.1554,earthquake,reviewed,0,,138,,ak
1686756711212,2.8,39.8,"6 km NW of Anchorage, Alaska",61.2621,-149.9715,earthquake,reviewed,0,,127,,ak
1686686893330,3.9,62.3,"25 km SW of Susitna, Alaska",61.4012,-150.889,earthquake,reviewed,0,,290,,ak
1686584133890,3.0,87.7,"41 km NW of Beluga, Alaska",61.3641,-151.6988,earthquake,reviewed,0,,138,,ak
1686549365207,2.6,46.8,"48 km SW of Karluk, Alaska",57.2699,-155.0443,earthquake,reviewed,0,,104,,ak
1686538769794,2.5,162.8,"42 km NE of Pedro Bay, Alaska",60.0577,-153.5587,earthquake,reviewed,0,,96,,ak
1686527787616,2.9,182.3,"28 km ESE of King Salmon, Alaska",58.5895,-156.2019,earthquake,reviewed,0,,129,,ak
1686522589470,2.5,106.2,Alaska Peninsula,58.4871,-154.9713,earthquake,reviewed,0,,96,,ak
1686485397040,2.8,51.0,"10 km SE of Kasilof, Alaska",60.2714,-151.1388,earthquake,reviewed,0,,121,,ak
1686440672839,3.3,59.6,,58.1262,-153.699,earthquake,reviewed,0,,168,,ak
1686431619057,3.1,59.1,"6 km SW of Happy Valley, Alaska",59.9126,-151.8173,earthquake,reviewed,0,,148,,ak
1686386696996,3.3,88.8,"42 km WNW of Salamatof, Alaska",60.7019,-152.0841,earthquake,reviewed,0,,168,,ak
1686343986977,3.6,4.5,"86 km NNW of Karluk, Alaska",58.2593,-155.1121,earthquake,reviewed,0,,199,,ak
1686343984710,2.9,1.0,Alaska Peninsula,58.2505,-155.1177,earthquake,reviewed,0,,129,,ak
1686336420415,2.5,119.2,"63 km W of Tyonek, Alaska",61.1446,-152.3039,earthquake,reviewed,0,,96,,ak
1686328615600,2.8,100.2,Southern Alaska,59.7342,-152.974,earthquake,reviewed,0,,121,,ak
1686323424285,2.6,5.8,"28 km S of Denali National Park, Alaska",63.286,-151.6985,earthquake,reviewed,0,,104,,ak
1686322193199,2.7,57.5,"52 km N of Aleneva, Alaska",58.534,-152.9013,earthquake,reviewed,0,,112,,ak
1686252198141,2.6,2.0,"97 km E of Lime Village, Alaska",61.476,-153.6229,earthquake,reviewed,0,,104,,ak
1686230332433,2.5,68.7,"32 km W of Susitna, Alaska",61.6022,-151.1191,earthquake,reviewed,0,,96,,ak
1686164116547,3.4,1.1,"84 km NNW of Aleneva, Alaska",58.7683,-153.4035,earthquake,reviewed,0,,178,,ak
1686157957164,3.2,155.6,"35 km ENE of Pedro Bay, Alaska",59.9449,-153.5502,earthquake,reviewed,0,,158,,ak
1686124820670,3.1,12.8,"34 km SSW of Cordova, Alaska",60.2504,-145.9788,earthquake,reviewed,0,,148,,ak
1686111580659,2.7,123.0,"44 km ENE of Pedro Bay, Alaska",59.882,-153.3353,earthquake,reviewed,0,,112,,ak
1686057085293,2.9,1.8,"85 km NNW of Karluk, Alaska",58.2492,-155.1395,earthquake,reviewed,0,,130,,ak
1686049178035,2.7,19.6,"32 km SSE of Nelchina, Alaska",61.7076,-146.6276,earthquake,reviewed,0,,112,,ak
1686007473530,3.3,54.6,"3 km SSW of Happy Valley, Alaska",59.9197,-151.7686,earthquake,reviewed,0,,171,,ak
1685996482594,2.5,1.9,"84 km NW of Karluk, Alaska",58.1915,-155.268,earthquake,reviewed,0,,96,,ak
1685904426448,2.5,91.1,"63 km WNW of Nanwalek, Alaska",59.5519,-152.9668,earthquake,reviewed,0,,96,,ak
1685867695761,3.1,3.0,Alaska Peninsula,58.2496,-155.1472,earthquake,reviewed,0,,148,,ak
1685855619213,2.5,53.9,"11 km W of Aleneva, Alaska",58.0473,-153.1053,earthquake,reviewed,0,,96,,ak
1685854489893,2.5,72.3,"43 km NW of Beluga, Alaska",61.4476,-151.5795,earthquake,reviewed,0,,96,,ak
1685842338778,2.5,8.7,Central Alaska,64.3081,-153.4144,earthquake,reviewed,0,,96,,ak
1685821286000,2.8,15.2,"21 km WSW of Manley Hot Springs, Alaska",64.9086,-151.0384,earthquake,reviewed,0,,121,,ak
1685813912495,2.9,25.7,"45 km WNW of Tatitlek, Alaska",61.079,-147.4028,earthquake,reviewed,0,,129,,ak
1685755365158,2.6,43.7,,57.3819,-154.1171,earthquake,reviewed,0,,104,,ak
1685706685238,2.8,89.3,Southern Alaska,59.8995,-152.3901,earthquake,reviewed,0,,121,,ak
1685664289213,2.8,85.0,"45 km WNW of Tyonek, Alaska",61.1651,-151.9559,earthquake,reviewed,0,,121,,ak
1685655380438,2.6,62.7,"27 km ENE of Chase, Alaska",62.5801,-149.6427,earthquake,reviewed,0,,104,,ak
1685612469723,2.9,70.5,"12 km WNW of Seldovia, Alaska",59.4782,-151.9197,earthquake,reviewed,0,,129,,ak
1685422036356,2.8,69.0,"49 km WNW of Nanwalek, Alaska",59.5684,-152.6872,earthquake,reviewed,0,,121,,ak
1685273457889,3.7,77.0,"59 km SW of Cantwell, Alaska",63.0124,-149.7743,earthquake,reviewed,0,,212,,ak
1685256384669,2.8,30.8,"19 km ENE of Primrose, Alaska",60.3921,-149.002,earthquake,reviewed,0,,121,,ak
1685253071201,2.5,55.4,"21 km ESE of Kasilof, Alaska",60.2317,-150.9505,earthquake,reviewed,0,,96,,ak
1685207333270,2.8,1.1,"86 km NNW of Karluk, Alaska",58.2642,-155.0904,earthquake,reviewed,0,,121,,ak
1685206163315,4.4,136.3,"74 km E of Port Alsworth, Alaska",60.2811,-152.9733,earthquake,reviewed,0,,302,,ak
1685206162393,4.3,136.197,Southern Alaska,60.2987,-152.9841,earthquake,reviewed,1,,284,99.0,us
1685190529051,2.6,95.8,"38 km W of Petersville, Alaska",62.5071,-151.5139,earthquake,reviewed,0,,104,,ak
1685140518839,2.5,73.2,"38 km NW of Karluk, Alaska",57.774,-154.9682,earthquake,reviewed,0,,96,,ak
1685068938951,2.5,67.6,"50 km S of Cantwell, Alaska",62.9436,-148.8161,earthquake,reviewed,0,,96,,ak
1685067479513,4.2,56.6,"24 km NW of Susitna, Alaska",61.7042,-150.8255,earthquake,reviewed,1,green,311,,ak
1685019716633,2.5,58.2,"56 km SW of Nanwalek, Alaska",58.9985,-152.6222,earthquake,reviewed,0,,96,,ak
1685004766970,2.8,61.0,"62 km NNW of Aleneva, Alaska",58.584,-153.2884,earthquake,reviewed,0,,121,,ak
1684963555347,3.2,26.8,"26 km NNE of Chickaloon, Alaska",62.0153,-148.2676,earthquake,reviewed,0,,158,,ak
1684944129615,2.5,26.7,"7 km N of Houston, Alaska",61.7016,-149.812,earthquake,reviewed,0,,96,,ak
1684910649707,2.7,139.1,"67 km ESE of Egegik, Alaska",57.9718,-156.3224,earthquake,reviewed,0,,112,,ak
1684866761523,2.9,50.4,"8 km S of Soldotna, Alaska",60.4079,-151.0429,earthquake,reviewed,0,,129,,ak
1684859310130,2.8,118.5,"66 km ENE of Pedro Bay, Alaska",60.0602,-153.0459,earthquake,reviewed,0,,121,,ak
1684801934647,2.8,5.7,"29 km ESE of Susitna North, Alaska",62.0544,-149.3275,earthquake,reviewed,0,,121,,ak
1684738848839,3.1,54.9,"20 km SSE of Point Possession, Alaska",60.7411,-150.5969,earthquake,reviewed,0,,148,,ak
1684663213751,3.6,7.0,"167 km SSE of Cordova, Alaska",59.1571,-144.62,earthquake,reviewed,0,,199,,ak
1684612494997,2.8,124.4,"71 km ESE of Denali National Park, Alaska",63.3092,-150.3898,earthquake,reviewed,0,,121,,ak
1684606848566,2.8,133.7,"76 km ESE of Egegik, Alaska",57.9306,-156.1944,earthquake,reviewed,0,,121,,ak
1684602410344,3.0,9.4,"30 km NW of Valdez, Alaska",61.3141,-146.7743,earthquake,reviewed,0,,138,,ak
1684559262422,2.5,25.9,"5 km W of Sunrise, Alaska",60.8831,-149.5269,earthquake,reviewed,0,,96,,ak
1684558538059,2.5,136.7,Southern Alaska,60.0481,-153.389,earthquake,reviewed,0,,96,,ak
1684536399640,2.5,138.1,"50 km WSW of Denali Park, Alaska",63.642,-149.9146,earthquake,reviewed,0,,96,,ak
1684483603756,2.6,118.7,"64 km SSE of Kokhanok, Alaska",58.9144,-154.285,earthquake,reviewed,0,,104,,ak
1684482277916,2.5,144.3,"41 km ENE of Pedro Bay, Alaska",59.9678,-153.4587,earthquake,reviewed,0,,96,,ak
1684465852552,3.4,71.6,"26 km SE of Cantwell, Alaska",63.2058,-148.6273,earthquake,reviewed,0,,178,,ak
1684426292600,3.3,103.5,Southern Alaska,59.9656,-152.7656,earthquake,reviewed,0,,168,,ak
1684390389138,2.9,52.9,"14 km SE of Kasilof, Alaska",60.2415,-151.0884,earthquake,reviewed,0,,129,,ak
1684377070831,3.1,6.0,Southern Alaska,61.9969,-150.7314,earthquake,reviewed,0,,148,,ak
1684371156485,2.8,127.5,"60 km SE of Denali National Park, Alaska",63.1623,-150.8614,earthquake,reviewed,0,,121,,ak
1684368010298,3.1,8.5,"157 km SSE of Cordova, Alaska",59.1719,-145.1095,earthquake,reviewed,0,,148,,ak
1684363148977,2.8,107.9,"61 km E of Ugashik, Alaska",57.5733,-156.3804,earthquake,reviewed,0,,121,,ak
1684348868273,2.6,86.9,"51 km W of Anchor Point, Alaska",59.7353,-152.7445,earthquake,reviewed,0,,104,,ak
1684339306845,2.6,29.8,"Kodiak Island region, Alaska",58.0975,-151.7105,earthquake,reviewed,0,,104,,ak
1684301696385,3.7,11.8,"138 km ESE of Chiniak, Alaska",57.3197,-150.0386,earthquake,reviewed,0,,211,,ak
1684256647789,3.8,44.3,"23 km NE of Susitna North, Alaska",62.3358,-149.5984,earthquake,reviewed,0,,227,,ak
1684225893705,2.5,59.0,"36 km W of Nanwalek, Alaska",59.3669,-152.57,earthquake,reviewed,0,,96,,ak
1684216588385,3.0,104.6,"54 km W of Happy Valley, Alaska",60.0393,-152.6931,earthquake,reviewed,0,,138,,ak
1684147278551,3.6,80.5,,62.1901,-151.3542,earthquake,reviewed,0,,200,,ak
1684123704479,2.6,60.3,"2 km SE of Fox River, Alaska",59.841,-150.9331,earthquake,reviewed,0,,105,,ak
1684106438840,2.7,54.6,"1 km NE of Beluga, Alaska",61.1529,-151.0584,earthquake,reviewed,0,,112,,ak
1684059701740,2.8,45.5,"18 km SSW of Larsen Bay, Alaska",57.3848,-154.109,earthquake,reviewed,0,,121,,ak
1683977112086,2.9,114.4,"62 km SSE of Kokhanok, Alaska",58.9344,-154.2891,earthquake,reviewed,0,,129,,ak
1683950037245,4.6,16.1,Southern Alaska,61.0517,-151.1442,earthquake,reviewed,1,green,425,,ak
1683945804652,2.6,118.9,"69 km S of Kokhanok, Alaska",58.8169,-154.6358,earthquake,reviewed,0,,104,,ak
1683944863598,4.0,4.3,"85 km NNW of Karluk, Alaska",58.2256,-155.1918,earthquake,reviewed,0,,246,,ak
1683944859967,2.9,3.1,"85 km NNW of Karluk, Alaska",58.2286,-155.1805,earthquake,reviewed,0,,129,,ak
1683929810394,2.6,68.3,"23 km ESE of Skwentna, Alaska",61.8811,-151.0066,earthquake,reviewed,0,,104,,ak
1683889147111,2.8,0.7,"87 km NNW of Karluk, Alaska",58.2705,-155.1285,earthquake,reviewed,0,,121,,ak
1683880784574,3.3,26.8,"4 km S of Lazy Mountain, Alaska",61.5889,-148.9483,earthquake,reviewed,0,,208,,ak
1683858933360,2.67,0.75,Southern Alaska,60.0373333333333,-153.083333333333,earthquake,reviewed,0,,110,6.0,av
1683854448605,2.8,45.1,"59 km NNE of Ouzinkie, Alaska",58.4276,-152.1626,earthquake,reviewed,0,,121,,ak
1683799949596,2.6,26.1,"47 km NNE of Chickaloon, Alaska",62.2023,-148.1955,earthquake,reviewed,0,,104,,ak
1683782224719,2.7,124.5,"40 km E of Pedro Bay, Alaska",59.7368,-153.3996,earthquake,reviewed,0,,112,,ak
1683742190245,2.7,48.6,"8 km S of Happy Valley, Alaska",59.8666,-151.7295,earthquake,reviewed,0,,112,,ak
1683666705612,2.5,85.5,"57 km SW of Cantwell, Alaska",63.0007,-149.7056,earthquake,reviewed,0,,96,,ak
1683664310794,2.5,148.3,"64 km ENE of Port Alsworth, Alaska",60.3517,-153.1967,earthquake,reviewed,0,,96,,ak
1683603656273,4.4,117.5,"37 km WSW of Denali Park, Alaska",63.6557,-149.6506,earthquake,reviewed,0,,299,,ak
1683502290299,2.5,82.6,"28 km NW of Ninilchik, Alaska",60.2207,-152.0484,earthquake,reviewed,0,,96,,ak
1683500322095,2.9,106.1,"56 km E of Pedro Bay, Alaska",59.7525,-153.103,earthquake,reviewed,0,,129,,ak
1683420727027,2.5,101.9,"41 km WNW of Skwentna, Alaska",62.1705,-152.0954,earthquake,reviewed,0,,96,,ak
1683358867974,3.1,116.3,"75 km NNE of Petersville, Alaska",63.1524,-150.4086,earthquake,reviewed,0,,148,,ak
1683354996828,3.1,18.7,"19 km SSW of Karluk, Alaska",57.4167,-154.6138,earthquake,reviewed,0,,148,,ak
1683297184669,3.0,15.1,"19 km E of Beluga, Alaska",61.1495,-150.7221,earthquake,reviewed,0,,141,,ak
1683276235635,2.6,3.3,Southern Alaska,61.7006,-151.3359,earthquake,reviewed,0,,104,,ak
1683272696716,3.6,74.4,"84 km NW of Aleneva, Alaska",58.5416,-154.0137,earthquake,reviewed,0,,199,,ak
1683269750471,2.8,2.6,"60 km SW of Karluk, Alaska",57.2565,-155.2813,earthquake,reviewed,0,,121,,ak
1683264045416,3.0,4.2,"17 km N of Fishhook, Alaska",61.9026,-149.2475,earthquake,reviewed,0,,140,,ak
1683263008568,2.8,83.1,"65 km ESE of Pedro Bay, Alaska",59.5619,-153.0282,earthquake,reviewed,0,,121,,ak
1683258378936,2.5,18.2,"27 km SE of Manley Hot Springs, Alaska",64.801,-150.3125,earthquake,reviewed,0,,96,,ak
1683148688221,2.8,39.1,"5 km W of Point MacKenzie, Alaska",61.362,-150.0799,earthquake,reviewed,0,,122,,ak
1683127879470,3.09,-3.0,"61 km ENE of Pedro Bay, Alaska",59.9963333333333,-153.092666666667,earthquake,reviewed,0,,147,5.0,av
1683105965659,2.7,41.6,"25 km WSW of Point MacKenzie, Alaska",61.3051,-150.4486,earthquake,reviewed,0,,112,,ak
1683074187668,2.5,69.2,"27 km SSW of Petersville, Alaska",62.2609,-150.9412,earthquake,reviewed,0,,96,,ak
1682971449712,2.5,68.9,"6 km E of Ninilchik, Alaska",60.057,-151.5551,earthquake,reviewed,0,,96,,ak
1682932840822,2.5,66.3,"51 km W of Nanwalek, Alaska",59.3057,-152.8224,earthquake,reviewed,0,,96,,ak
1682908016423,2.9,72.0,"26 km W of Karluk, Alaska",57.5754,-154.8987,earthquake,reviewed,0,,129,,ak
1682841315515,2.6,101.8,"60 km SE of Pope-Vannoy Landing, Alaska",59.1643,-153.7618,earthquake,reviewed,0,,104,,ak
1682829734283,2.8,84.8,"62 km WNW of Nanwalek, Alaska",59.4737,-152.9895,earthquake,reviewed,0,,121,,ak
1682828180119,2.8,11.9,"38 km NW of Valdez, Alaska",61.3433,-146.9206,earthquake,reviewed,0,,121,,ak
1682784696153,2.8,0.1,"43 km ENE of Susitna North, Alaska",62.3479,-149.1189,earthquake,reviewed,0,,121,,ak
1682782798611,3.3,0.3,"44 km ENE of Susitna North, Alaska",62.3657,-149.1251,earthquake,reviewed,0,,168,,ak
1682741611716,2.6,5.5,"17 km ESE of Mentasta Lake, Alaska",62.8532,-143.4576,earthquake,reviewed,0,,104,,ak
1682738832208,3.6,5.2,"143 km SSE of Cordova, Alaska",59.3072,-145.0407,earthquake,reviewed,0,,199,,ak
1682721810156,2.7,28.2,"15 km E of Fox River, Alaska",59.8563,-150.6776,earthquake,reviewed,0,,112,,ak
1682704204414,2.8,63.5,"67 km WSW of Karluk, Alaska",57.2935,-155.4654,earthquake,reviewed,0,,121,,ak
1682678016731,2.6,112.9,"68 km N of Petersville, Alaska",63.1138,-150.6881,earthquake,reviewed,0,,104,,ak
1682629580535,2.7,98.0,"58 km N of Petersville, Alaska",63.0222,-150.7616,earthquake,reviewed,0,,112,,ak
1682602298760,2.5,5.75,"87 km NNW of Karluk, Alaska",58.324,-154.8705,earthquake,reviewed,0,,96,12.0,av
1682501169308,3.5,13.1,"61 km SSW of Tanana, Alaska",64.6466,-152.4724,earthquake,reviewed,0,,188,,ak
1682501140574,3.5,19.4,"58 km SSW of Tanana, Alaska",64.6715,-152.4726,earthquake,reviewed,0,,188,,ak
1682491640062,2.9,24.1,"Kodiak Island region, Alaska",58.1575,-151.4547,earthquake,reviewed,0,,129,,ak
1682445601542,2.6,17.2,"46 km NNW of Valdez, Alaska",61.5334,-146.5907,earthquake,reviewed,0,,104,,ak
1682393895701,3.5,56.1,"23 km NNW of Nanwalek, Alaska",59.5453,-152.0856,earthquake,reviewed,0,,196,,ak
1682384579763,2.5,3.9,"221 km E of Chiniak, Alaska",57.9975,-148.625,earthquake,reviewed,0,,96,,ak
1682301009789,2.8,79.6,"60 km N of Karluk, Alaska",58.105,-154.5712,earthquake,reviewed,0,,121,,ak
1682284524174,2.8,108.1,"44 km E of Pedro Bay, Alaska",59.7259,-153.3204,earthquake,reviewed,0,,121,,ak
1682258456804,2.5,99.6,"98 km SSE of Kokhanok, Alaska",58.5839,-154.3663,earthquake,reviewed,0,,96,,ak
1682242307661,3.3,107.8,Central Alaska,62.8944,-150.6789,earthquake,reviewed,0,,168,,ak
1682232162283,2.7,66.5,"49 km NE of Chase, Alaska",62.8155,-149.5467,earthquake,reviewed,0,,112,,ak
1682198553408,2.8,9.5,"34 km W of Four Mile Road, Alaska",64.568,-149.831,earthquake,reviewed,0,,121,,ak
1682124617071,2.7,11.5,"46 km NNE of Ouzinkie, Alaska",58.3272,-152.2993,earthquake,reviewed,0,,112,,ak
1682085903059,2.7,17.0,"48 km E of Anderson, Alaska",64.3708,-148.1847,earthquake,reviewed,0,,112,,ak
1681995968778,3.1,53.4,"13 km ESE of Ninilchik, Alaska",59.9858,-151.4665,earthquake,reviewed,0,,149,,ak
1681962493495,3.3,19.6,"45 km N of Valdez, Alaska",61.5325,-146.4535,earthquake,reviewed,0,,169,,ak
1681889193664,2.6,114.6,"64 km SE of Denali National Park, Alaska",63.0682,-150.9787,earthquake,reviewed,0,,104,,ak
1681883685570,2.6,16.2,"30 km NNW of Sutton-Alpine, Alaska",62.0394,-148.9455,earthquake,reviewed,0,,104,,ak
1681880263026,3.2,138.6,"76 km E of Port Alsworth, Alaska",60.3074,-152.9549,earthquake,reviewed,0,,158,,ak
1681855297646,3.1,126.6,"60 km SE of Denali National Park, Alaska",63.1949,-150.7962,earthquake,reviewed,0,,148,,ak
1681830554083,2.5,4.1,"9 km SSW of Womens Bay, Alaska",57.6064,-152.7576,earthquake,reviewed,0,,96,,ak
1681724170932,2.9,114.3,"29 km WSW of Denali Park, Alaska",63.6736,-149.4963,earthquake,reviewed,0,,129,,ak
1681660962379,2.5,40.0,Central Alaska,62.3596,-149.0739,earthquake,reviewed,0,,96,,ak
1681603902978,2.5,73.1,"33 km WNW of Nanwalek, Alaska",59.5066,-152.4386,earthquake,reviewed,0,,96,,ak
1681578635553,2.6,114.6,Central Alaska,63.2665,-150.4314,earthquake,reviewed,0,,104,,ak
1681529486069,2.5,137.4,"64 km E of Port Alsworth, Alaska",60.1406,-153.1617,earthquake,reviewed,0,,96,,ak
1681504251174,3.1,61.9,"66 km SSE of Cantwell, Alaska",62.8525,-148.4078,earthquake,reviewed,0,,148,,ak
1681488626192,3.7,74.0,"44 km ESE of Cantwell, Alaska",63.2111,-148.164,earthquake,reviewed,0,,211,,ak
1681425389718,2.6,24.7,"6 km E of Willow, Alaska",61.7488,-149.9197,earthquake,reviewed,0,,104,,ak
1681421494128,2.5,38.4,"19 km ENE of Willow, Alaska",61.8098,-149.685,earthquake,reviewed,0,,96,,ak
1681364272947,2.9,84.3,"46 km WSW of Anchor Point, Alaska",59.6171,-152.6001,earthquake,reviewed,0,,129,,ak
1681294843873,3.1,21.5,"36 km N of Eureka Roadhouse, Alaska",62.2655,-147.2706,earthquake,reviewed,0,,148,,ak
1681284725695,2.8,176.8,"13 km E of Pope-Vannoy Landing, Alaska",59.5751,-154.2586,earthquake,reviewed,0,,121,,ak
1681275963509,2.9,47.0,"33 km SW of Womens Bay, Alaska",57.5083,-153.1329,earthquake,reviewed,0,,129,,ak
1681218508941,2.6,85.8,"35 km WSW of Salamatof, Alaska",60.5366,-151.9484,earthquake,reviewed,0,,104,,ak
1681218368695,2.8,4.9,"52 km ENE of Susitna North, Alaska",62.337,-148.9209,earthquake,reviewed,0,,121,,ak
1681191491127,2.5,94.8,"69 km WNW of Happy Valley, Alaska",60.1637,-152.9018,earthquake,reviewed,0,,96,,ak
1681186874392,2.6,107.3,Southern Alaska,59.6833,-153.308,earthquake,reviewed,0,,104,,ak
1681156062860,2.7,12.1,"34 km SSW of Trapper Creek, Alaska",62.0465,-150.541,earthquake,reviewed,0,,112,,ak
1681155177581,2.6,7.7,"167 km SSE of Cordova, Alaska",59.1659,-144.556,earthquake,reviewed,0,,104,,ak
1681139319011,2.8,71.1,"14 km WNW of Tyonek, Alaska",61.1248,-151.3856,earthquake,reviewed,0,,121,,ak
1681134968541,2.5,56.8,Central Alaska,62.6776,-149.0154,earthquake,reviewed,0,,96,,ak
1681116673051,2.6,83.8,"36 km NNE of Petersville, Alaska",62.8093,-150.5599,earthquake,reviewed,0,,104,,ak
1681086105369,2.6,52.2,"10 km NW of Point Possession, Alaska",60.9747,-150.8412,earthquake,reviewed,0,,106,,ak
1681085816357,4.8,55.5,"Kenai Peninsula, Alaska",60.9876,-150.8293,earthquake,reviewed,1,green,734,,ak
1681081348463,2.5,43.6,"7 km SSW of Soldotna, Alaska",60.4222,-151.1168,earthquake,reviewed,0,,96,,ak
1680969209607,2.5,134.1,"68 km E of Port Alsworth, Alaska",60.1863,-153.0878,earthquake,reviewed,0,,96,,ak
1680926113814,2.6,7.5,"79 km ESE of Nikolai, Alaska",62.649,-153.035,earthquake,reviewed,0,,104,,ak
1680882373851,2.6,9.7,"142 km SSE of Cordova, Alaska",59.3646,-144.7531,earthquake,reviewed,0,,104,,ak
1680864090694,3.0,64.2,"18 km ENE of Chase, Alaska",62.5381,-149.7944,earthquake,reviewed,0,,138,,ak
1680790828118,3.6,100.8,"63 km NNE of Petersville, Alaska",63.0461,-150.454,earthquake,reviewed,0,,200,,ak
1680729954618,2.5,96.5,"53 km NW of Ninilchik, Alaska",60.3799,-152.376,earthquake,reviewed,0,,96,,ak
1680712748757,2.5,12.2,"94 km SE of Ruby, Alaska",64.0913,-154.2171,earthquake,reviewed,0,,96,,ak
1680676020843,2.6,5.8,"86 km NNW of Karluk, Alaska",58.3047,-154.9364,earthquake,reviewed,0,,104,,ak
1680647359119,2.7,66.7,"31 km WSW of Susitna, Alaska",61.4467,-151.0779,earthquake,reviewed,0,,112,,ak
1680597814559,2.5,73.5,"41 km S of Cantwell, Alaska",63.022,-149.0758,earthquake,reviewed,0,,96,,ak
1680597024866,2.9,96.6,,61.4962,-151.9867,earthquake,reviewed,0,,129,,ak
1680580967179,3.2,59.1,"5 km NNW of Talkeetna, Alaska",62.3692,-150.1363,earthquake,reviewed,0,,158,,ak
1680580038841,2.5,59.5,"19 km WNW of Anchor Point, Alaska",59.8366,-152.154,earthquake,reviewed,0,,96,,ak
1680528427018,3.7,47.2,"Kodiak Island region, Alaska",58.2714,-151.2284,earthquake,reviewed,0,,211,,ak
1680524834505,3.9,40.9,"10 km W of Point MacKenzie, Alaska",61.3588,-150.1816,earthquake,reviewed,1,green,287,,ak
1680474784355,2.5,79.8,"Kenai Peninsula, Alaska",60.8348,-151.8312,earthquake,reviewed,0,,96,,ak
